,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,Level,clara.res.clustering
807,1,4,4,3,4,1,4,4,4,5,5,2,1,5,2,2,1,4,5,5,3,4,3,3,4,3.32,1
808,3,2,3,3,4,1,4,4,4,3,5,1,2,5,4,3,2,2,5,4,5,4,3,3,4,3.32,1
811,4,3,3,2,4,2,3,5,4,4,5,2,2,5,4,2,2,2,5,4,3,5,1,4,3,3.32,1
825,3,4,1,4,1,4,3,4,2,3,2,3,4,4,4,3,3,2,5,4,4,3,5,4,4,3.32,1
854,4,4,4,1,3,1,3,4,4,2,5,2,4,3,4,4,2,4,4,4,4,4,1,4,4,3.32,1
874,3,3,4,4,4,3,5,4,3,4,5,2,2,4,2,4,1,4,4,4,2,1,2,4,5,3.32,1
89,5,5,2,1,2,4,5,5,5,2,2,3,3,3,2,3,2,3,3,3,3,5,3,5,5,3.36,1
192,3,5,5,5,5,5,5,4,2,2,3,2,3,4,2,4,2,2,4,3,3,3,3,3,2,3.36,1
262,5,5,3,2,1,5,4,5,5,5,2,2,2,3,5,2,5,3,5,1,1,4,5,3,1,3.36,1
395,3,3,3,3,3,1,4,4,5,3,3,3,3,3,5,4,4,5,5,3,5,2,4,2,1,3.36,1
410,4,3,3,3,2,3,2,5,4,3,4,4,4,3,3,3,3,4,4,5,2,4,3,4,2,3.36,1
417,5,4,3,3,2,1,4,5,4,5,4,5,3,4,2,3,4,2,1,5,3,4,5,2,1,3.36,1
468,5,5,1,4,2,4,3,4,3,4,3,3,1,3,2,3,3,3,4,4,4,3,4,4,5,3.36,1
693,4,5,5,3,1,5,4,5,3,2,5,3,1,1,1,5,3,5,3,5,3,1,4,3,4,3.36,1
760,4,5,4,2,3,4,3,5,4,2,3,3,3,3,2,2,2,4,4,5,5,3,3,4,2,3.36,1
805,3,3,1,1,4,1,5,4,4,4,4,5,2,5,4,3,4,2,4,2,4,4,2,4,5,3.36,1
810,3,4,4,1,4,1,3,4,4,4,5,2,1,4,4,3,2,2,5,5,3,5,4,3,4,3.36,1
841,3,4,2,4,4,4,2,4,5,4,3,3,3,3,2,2,2,2,3,3,4,5,3,5,5,3.36,1
11,1,3,5,5,2,1,4,5,3,3,5,4,1,3,5,5,5,1,4,3,1,5,5,1,5,3.4,1
79,4,5,1,1,3,5,5,5,1,3,4,4,3,5,3,5,3,2,4,1,4,3,3,4,4,3.4,1
102,5,5,1,2,5,3,4,3,4,3,5,4,2,3,4,5,4,4,3,3,2,2,4,4,1,3.4,1
182,5,2,1,2,5,4,5,5,4,3,3,4,4,4,5,2,1,1,3,3,5,1,4,5,4,3.4,1
264,5,2,3,4,5,5,4,1,2,4,5,3,1,5,2,3,1,1,5,4,4,5,3,4,4,3.4,1
314,5,5,4,3,2,1,4,5,4,5,1,4,3,2,4,3,1,5,3,5,3,1,3,4,5,3.4,1
341,5,4,3,2,1,4,5,5,4,3,4,1,5,4,3,4,2,4,5,3,2,5,4,2,1,3.4,1
393,5,3,4,5,5,1,5,5,4,3,2,5,1,4,3,2,4,2,3,3,4,5,4,2,1,3.4,1
439,3,3,3,3,3,1,4,4,5,3,3,3,3,3,5,4,4,3,5,3,5,3,5,3,1,3.4,1
463,5,3,5,3,5,3,1,4,3,3,2,4,4,5,3,5,1,1,3,5,3,3,4,5,2,3.4,1
482,4,5,3,4,2,5,1,5,3,5,4,5,1,5,4,2,3,1,4,1,5,3,4,5,1,3.4,1
500,5,4,3,2,5,1,3,5,4,3,5,3,2,4,3,4,1,4,5,3,5,2,3,5,1,3.4,1
524,3,2,3,3,2,4,3,4,3,3,1,2,3,3,4,3,5,5,3,3,4,5,5,6,3,3.4,1
577,5,4,5,1,5,4,2,5,3,3,2,5,3,2,4,3,1,4,5,3,1,5,2,3,5,3.4,1
631,5,5,4,5,2,2,1,5,5,4,5,1,2,3,2,1,3,5,5,4,5,3,2,1,5,3.4,1
655,3,2,4,1,5,5,4,3,3,5,2,4,1,5,2,4,4,5,1,3,3,4,5,4,3,3.4,1
817,3,1,4,5,5,5,5,4,4,5,5,2,2,2,3,2,2,2,2,2,3,5,4,4,4,3.4,1
886,3,4,2,4,5,4,5,3,4,3,5,4,1,4,3,3,4,2,4,1,4,4,3,4,2,3.4,1
899,3,2,1,4,5,1,5,3,4,5,5,4,2,3,4,3,4,2,3,2,3,5,3,4,5,3.4,1
1,1,4,1,1,4,1,4,5,4,4,5,3,1,5,4,5,3,1,5,3,4,5,4,4,5,3.44,1
75,5,4,3,5,4,2,3,3,4,3,2,4,2,5,4,3,2,4,4,5,4,3,2,4,2,3.44,1
230,4,5,4,3,5,1,4,4,5,4,5,1,4,4,2,3,4,1,5,4,4,1,5,3,1,3.44,1
315,5,4,3,4,3,2,5,4,3,4,3,1,3,4,3,5,5,4,5,4,2,1,2,5,2,3.44,1
396,5,3,4,5,4,1,2,3,5,3,5,5,3,1,3,5,3,5,4,4,4,3,2,3,1,3.44,1
709,4,4,1,3,4,3,5,3,4,2,3,5,4,5,2,3,5,3,2,4,5,4,3,3,2,3.44,1
876,3,4,1,3,4,5,5,4,4,3,2,5,1,3,4,3,3,5,3,4,3,3,3,5,3,3.44,1
73,5,5,2,1,2,5,5,4,2,5,2,2,5,5,3,5,2,2,5,2,2,4,3,4,5,3.48,1
122,5,1,1,4,5,5,5,4,4,5,4,2,1,3,1,4,3,2,4,2,3,4,5,5,5,3.48,1
301,4,5,3,1,5,3,5,4,3,5,3,5,1,4,4,2,4,3,1,5,3,2,4,3,5,3.48,1
309,5,4,5,3,5,3,2,5,4,5,4,2,3,2,3,2,1,4,3,2,3,5,3,5,4,3.48,1
397,3,4,5,3,5,3,1,4,5,4,5,3,5,3,5,1,1,3,5,3,3,4,5,3,1,3.48,1
416,5,3,4,4,1,3,4,3,5,3,4,2,3,5,4,5,2,5,3,2,3,5,3,2,4,3.48,1
442,5,4,3,4,5,3,5,2,4,5,1,4,2,5,5,3,3,2,1,2,1,4,4,5,5,3.48,1
445,3,5,3,5,3,2,4,5,4,3,4,5,4,4,5,3,1,3,3,3,3,3,3,3,3,3.48,1
461,3,3,3,3,3,1,4,4,5,3,3,3,3,3,3,5,4,4,5,5,3,5,2,4,3,3.48,1
652,5,2,3,4,5,5,4,1,2,4,5,3,1,5,5,1,1,2,4,5,4,4,3,5,4,3.48,1
657,5,3,4,5,4,1,2,3,5,3,5,5,3,2,4,3,1,4,4,4,1,5,3,5,3,3.48,1
696,4,5,4,3,5,3,5,3,3,5,2,3,3,5,3,2,3,3,4,5,4,2,1,3,4,3.48,1
701,3,1,3,4,5,2,4,4,2,2,4,2,5,3,4,1,2,4,5,4,4,5,5,5,4,3.48,1
747,5,4,2,5,4,2,4,5,4,3,5,4,1,4,3,2,5,2,3,4,1,3,4,3,5,3.48,1
779,4,5,2,2,3,3,5,4,5,4,5,3,2,3,4,4,3,2,3,3,2,5,3,4,4,3.48,1
19,5,5,4,3,5,4,4,3,4,4,5,2,1,2,4,5,2,4,5,2,1,3,2,4,5,3.52,1
46,5,5,1,2,5,1,5,5,4,2,5,3,3,5,3,5,3,2,5,4,3,5,3,1,3,3.52,1
48,5,5,1,2,2,2,2,5,4,5,2,3,3,4,5,3,5,5,5,5,3,1,3,3,5,3.52,1
88,5,4,1,4,5,5,5,5,5,2,4,4,1,5,2,5,1,5,1,1,1,4,4,4,5,3.52,1
98,5,5,4,5,4,5,5,5,4,3,1,5,2,5,2,3,3,3,1,1,1,3,3,5,5,3.52,1
99,5,5,5,5,5,4,5,5,4,3,1,3,2,5,3,2,2,4,1,2,2,4,4,5,2,3.52,1
183,5,1,1,4,5,1,5,4,3,4,5,3,2,4,4,2,2,5,5,4,5,3,3,4,4,3.52,1
218,3,3,2,1,4,5,4,5,4,5,3,4,2,3,4,3,2,4,5,3,5,5,5,3,1,3.52,1
289,4,2,4,1,3,2,3,4,2,4,4,2,5,4,5,3,5,1,5,5,5,5,5,1,4,3.52,1
323,5,2,3,4,4,3,3,3,2,4,2,3,4,5,4,3,4,3,5,5,4,4,5,2,2,3.52,1
386,3,5,4,3,5,3,5,4,1,4,3,5,1,4,5,3,5,3,5,2,5,1,1,3,5,3.52,1
405,5,4,3,5,1,4,5,5,1,4,3,4,1,5,3,5,2,4,2,2,2,5,5,5,3,3.52,1
462,5,3,4,5,4,1,2,3,5,3,5,5,3,3,1,3,5,3,5,4,4,4,3,2,3,3.52,1
470,5,4,5,5,4,5,3,5,4,5,5,2,1,3,4,1,4,1,4,2,2,1,4,5,4,3.52,1
645,4,5,3,1,5,3,5,4,3,5,3,5,2,5,5,3,5,2,3,4,2,1,3,4,3,3.52,1
666,5,4,3,5,1,4,5,5,1,4,3,4,1,1,5,2,3,3,5,5,4,4,4,5,2,3.52,1
689,4,5,4,1,2,3,5,3,5,5,3,1,3,5,3,3,5,1,4,5,3,4,3,5,3,3.52,1
705,2,4,1,4,2,4,1,5,4,4,5,4,4,5,2,4,2,3,5,4,5,2,5,3,4,3.52,1
733,5,5,4,4,5,3,5,5,4,4,3,4,3,4,3,4,2,4,2,3,2,3,2,3,2,3.52,1
809,3,5,5,1,3,1,5,4,4,3,4,4,1,4,2,4,5,4,4,2,5,5,4,2,4,3.52,1
843,3,5,5,5,4,5,5,5,5,4,2,3,2,2,2,1,2,1,3,5,5,4,1,4,5,3.52,1
55,3,3,3,4,5,4,4,5,2,4,5,5,2,5,2,2,2,2,1,5,5,5,1,5,5,3.56,1
166,5,1,5,4,5,4,5,5,4,5,5,1,1,4,5,1,4,1,1,5,2,5,5,5,1,3.56,1
189,5,5,2,1,5,1,5,4,3,4,4,2,2,3,3,5,5,4,4,5,4,3,3,3,4,3.56,1
233,5,3,4,2,3,4,5,5,3,2,1,3,4,3,3,5,4,4,5,5,3,5,2,4,2,3.56,1
418,5,3,5,4,3,5,2,3,4,3,5,3,2,4,2,5,4,1,5,4,5,5,1,4,2,3.56,1
428,5,5,3,2,1,5,4,5,5,5,2,2,2,1,1,5,5,3,2,4,5,5,4,4,4,3.56,1
501,5,4,5,1,2,3,5,5,4,5,4,1,3,4,5,4,3,1,4,5,4,3,3,1,5,3.56,1
582,5,5,2,4,2,4,2,5,4,4,3,4,3,4,3,4,3,2,4,3,4,4,4,4,3,3.56,1
630,5,3,4,5,4,1,1,5,4,5,3,3,2,1,3,5,4,3,5,4,2,4,3,5,5,3.56,1
639,1,1,5,5,2,3,5,4,5,4,4,5,5,2,1,4,4,5,4,2,3,5,1,5,4,3.56,1
650,5,5,3,2,1,5,4,5,5,5,2,2,2,1,5,4,4,3,5,3,5,3,3,5,2,3.56,1
654,5,4,3,2,5,3,7,2,4,4,1,3,3,4,5,3,2,4,4,2,4,2,4,4,5,3.56,1
663,3,4,3,2,4,5,3,5,5,5,3,3,3,4,2,4,5,2,4,3,1,5,5,3,3,3.56,1
677,3,4,4,5,5,3,1,5,4,5,3,3,1,3,3,5,4,3,5,4,4,2,5,4,1,3.56,1
686,1,4,5,3,5,3,5,4,5,3,5,4,4,3,4,4,2,1,5,4,4,2,1,5,3,3.56,1
698,3,5,1,4,5,5,1,4,3,4,1,5,3,5,2,3,2,4,5,5,4,4,4,3,4,3.56,1
700,4,3,3,5,3,4,4,3,2,3,4,3,2,2,2,5,3,3,5,4,4,5,5,5,3,3.56,1
710,5,4,5,3,2,3,5,5,5,3,4,4,1,1,4,5,3,5,3,5,2,5,1,1,5,3.56,1
715,5,3,5,2,5,1,4,5,5,4,4,3,3,3,1,3,5,3,5,4,4,4,3,2,3,3.56,1
29,1,3,5,3,4,1,5,4,4,4,5,5,1,5,5,2,5,5,1,4,1,4,3,5,5,3.6,1
87,5,5,2,1,2,5,5,5,2,5,5,2,3,3,4,3,3,3,3,3,4,3,4,5,5,3.6,1
177,5,4,5,1,5,4,4,4,4,4,3,1,3,2,5,1,3,5,3,5,3,4,3,5,4,3.6,1
228,5,3,5,4,3,5,2,3,4,3,5,3,2,4,2,4,4,2,5,4,2,4,5,5,2,3.6,1
234,5,3,5,4,3,5,4,3,4,3,5,4,4,3,1,3,5,3,5,4,4,4,3,1,2,3.6,1
266,5,4,3,2,5,3,7,2,4,4,1,3,3,4,5,1,4,5,1,5,1,5,4,5,4,3.6,1
391,3,3,5,5,3,3,1,5,5,3,4,4,3,3,3,2,2,2,4,5,4,4,5,5,4,3.6,1
477,3,4,5,3,5,3,1,4,5,4,5,3,4,4,2,1,2,1,5,4,3,5,5,4,5,3.6,1
664,5,3,4,5,4,3,5,3,5,3,3,5,2,4,2,4,3,4,2,5,2,4,5,3,2,3.6,1
675,5,4,3,4,5,3,5,2,4,5,1,5,2,4,5,1,2,2,1,5,5,4,5,5,3,3.6,1
678,3,5,3,5,3,2,4,5,4,3,4,5,2,2,4,3,4,5,4,3,4,2,4,5,2,3.6,1
688,3,3,3,1,4,4,5,3,3,3,3,3,5,4,4,4,2,3,5,4,5,2,5,5,4,3.6,1
740,4,5,3,1,5,1,4,5,3,4,5,3,4,5,4,5,2,1,3,5,4,3,2,4,5,3.6,1
162,5,5,4,1,5,1,5,3,4,5,5,4,1,1,4,3,3,3,5,4,4,5,4,3,4,3.64,1
217,4,5,3,5,3,5,3,4,1,5,3,5,2,5,3,5,1,3,5,3,5,4,3,2,4,3.64,1
265,3,3,4,5,3,5,3,1,4,5,4,5,3,4,4,1,3,3,5,4,5,1,5,3,5,3.64,1
415,4,2,5,3,4,5,2,4,4,2,4,3,1,5,3,2,4,3,4,4,5,4,5,4,5,3.64,1
488,5,2,5,3,5,4,5,1,2,2,1,5,5,4,5,4,4,4,5,1,1,5,5,4,4,3.64,1
806,1,4,2,4,5,1,4,5,2,3,5,3,4,5,5,4,2,2,5,5,5,5,4,2,4,3.64,1
72,5,5,2,1,2,5,5,4,2,5,5,2,4,5,3,5,2,2,4,2,5,5,3,4,5,3.68,1
156,5,1,1,4,1,1,5,4,5,4,5,3,5,5,4,3,5,5,4,2,2,5,3,5,5,3.68,1
174,5,4,5,1,5,4,5,4,4,4,5,2,2,5,4,4,3,2,2,2,4,5,4,3,4,3.68,1
227,5,4,3,3,2,1,4,5,4,5,4,5,3,3,4,3,5,3,2,4,2,5,4,4,5,3.68,1
263,5,5,3,2,5,4,4,5,3,5,4,3,4,5,4,2,3,1,4,1,5,3,4,3,5,3.68,1
343,3,5,4,5,3,5,3,4,5,3,5,1,3,5,3,5,1,4,5,2,5,1,5,3,4,3.68,1
372,1,4,5,5,5,5,5,3,5,5,4,5,1,4,2,1,1,1,5,4,5,4,4,5,3,3.68,1
438,3,5,4,3,5,3,5,4,1,4,3,5,1,4,5,3,5,5,3,4,1,5,3,5,3,3.68,1
464,5,4,5,1,5,3,5,5,2,5,3,5,4,3,5,3,4,1,5,3,4,2,5,4,1,3.68,1
483,5,4,3,5,5,4,5,5,4,1,5,2,3,5,2,3,1,1,5,4,4,5,3,4,4,3.68,1
621,3,1,1,4,1,4,5,5,1,2,3,4,6,8,3,4,4,6,7,2,4,5,6,1,2,3.68,1
658,3,4,5,3,5,3,1,4,5,4,5,3,5,4,1,5,3,2,4,3,5,4,4,3,4,3.68,1
662,3,5,3,5,3,2,4,5,4,3,4,5,4,4,2,5,4,1,5,4,5,5,5,1,1,3.68,1
690,5,3,5,3,1,4,5,4,5,3,5,3,5,1,1,5,3,5,3,5,2,5,3,3,5,3.68,1
708,5,3,4,5,2,4,4,2,4,3,1,5,3,2,4,4,5,5,3,1,5,4,5,4,5,3.68,1
714,5,4,5,3,5,4,5,5,1,1,3,2,3,3,3,5,4,4,5,5,3,5,2,4,3,3.68,1
226,5,3,4,4,1,3,4,3,5,3,4,2,3,5,4,5,4,5,3,4,2,3,4,5,5,3.72,1
257,4,5,3,1,5,3,5,4,3,5,3,5,2,2,5,5,4,4,3,1,4,4,5,3,5,3.72,1
290,4,5,4,3,5,1,4,4,5,4,5,1,5,3,5,1,1,2,4,5,4,4,5,5,4,3.72,1
304,5,3,4,5,5,1,5,5,4,3,2,5,1,3,4,3,5,3,2,4,2,5,4,5,5,3.72,1
390,4,5,3,1,5,3,5,4,3,5,3,5,2,5,3,5,3,5,3,5,3,5,3,1,4,3.72,1
441,3,4,5,3,5,3,1,4,5,4,5,3,5,3,5,1,1,2,4,5,4,4,5,5,4,3.72,1
449,5,4,5,3,2,3,5,5,5,3,4,4,4,4,2,1,2,1,5,4,3,5,5,4,5,3.72,1
454,5,4,3,2,5,3,7,2,4,4,1,3,3,5,4,5,4,5,3,4,2,3,4,3,5,3.72,1
679,3,4,3,2,4,5,3,5,5,5,3,4,3,3,3,5,5,4,5,2,4,2,4,3,4,3.72,1
60,5,4,3,5,5,4,3,5,4,5,4,4,2,4,4,4,2,2,3,4,4,4,2,4,4,3.76,1
163,5,5,1,1,5,4,5,3,4,5,5,4,1,1,4,5,5,4,4,5,4,3,5,5,1,3.76,1
307,5,5,3,2,5,4,4,5,3,5,4,3,4,4,2,3,4,1,5,4,4,1,5,4,5,3.76,1
318,5,3,3,3,3,3,5,4,4,5,5,4,3,4,4,4,3,3,4,4,3,3,4,4,4,3.76,1
458,5,4,3,5,3,5,3,3,3,5,5,4,4,4,2,3,4,1,5,4,4,1,5,4,5,3.76,1
496,5,5,4,3,2,1,4,5,4,5,4,5,4,3,2,4,3,4,3,4,5,3,4,3,5,3.76,1
576,5,4,3,5,4,2,4,5,4,3,2,4,5,3,5,4,2,5,3,5,3,5,3,5,1,3.76,1
820,5,5,1,5,5,1,5,5,3,3,5,3,1,1,3,5,5,5,3,2,3,5,5,5,5,3.76,1
62,3,4,3,4,5,5,4,3,4,5,4,3,3,5,2,4,3,2,4,4,4,3,5,4,5,3.8,1
86,5,4,4,5,4,3,4,4,3,3,3,4,4,3,4,4,4,4,5,3,4,3,4,3,4,3.8,1
164,5,4,3,4,4,3,5,5,4,4,4,2,1,5,5,4,4,1,3,5,4,5,3,5,3,3.8,1
187,5,5,1,5,1,5,4,5,5,3,3,2,3,5,5,5,5,4,4,3,3,3,5,5,1,3.8,1
238,5,3,5,3,5,2,5,5,4,5,3,5,3,4,5,3,1,4,5,3,5,2,5,2,3,3.8,1
298,5,3,5,3,5,2,5,5,4,5,3,5,4,4,2,1,2,1,5,4,3,5,5,4,5,3.8,1
382,5,3,5,4,5,3,5,4,5,3,5,1,5,3,5,3,5,3,4,4,1,4,3,5,2,3.8,1
580,5,5,4,3,4,3,4,5,4,3,4,4,5,5,4,3,4,5,3,5,2,3,3,4,1,3.8,1
647,5,3,1,5,5,4,2,5,4,4,4,5,5,5,3,5,3,3,5,1,4,5,5,3,1,3.8,1
659,5,4,3,4,5,3,5,2,4,5,1,4,2,5,3,2,4,3,4,4,5,5,5,3,5,3.8,1
96,5,5,3,4,5,5,4,4,3,5,4,2,3,4,3,5,1,4,4,3,3,4,4,5,4,3.84,1
260,5,3,4,5,5,1,5,5,4,3,2,5,1,3,5,4,2,5,1,5,3,5,5,5,5,3.84,1
269,5,4,4,3,2,5,3,5,4,3,2,4,5,4,5,4,4,4,5,1,1,5,5,4,5,3.84,1
305,3,4,3,5,5,2,1,5,5,5,4,5,5,4,2,4,4,2,5,4,2,4,5,5,3,3.84,1
403,5,3,4,5,4,3,5,3,5,3,3,5,2,3,3,5,3,3,5,3,5,3,5,3,5,3.84,1
673,5,3,4,5,4,1,2,3,5,3,5,5,5,3,5,5,5,4,5,3,1,1,5,4,5,3.84,1
680,5,4,5,3,5,2,5,5,4,5,4,4,2,5,5,2,2,4,4,3,4,4,1,5,4,3.84,1
683,5,4,5,3,5,4,5,3,5,1,5,3,5,3,5,4,4,1,5,4,3,2,3,5,4,3.84,1
61,3,5,5,4,1,5,4,3,4,5,4,4,5,3,4,4,3,2,4,4,4,3,5,4,5,3.88,1
103,5,5,5,4,2,5,5,5,5,4,5,3,2,2,5,4,4,4,3,4,2,2,4,4,4,3.88,1
154,5,3,5,4,3,2,5,4,5,3,4,5,5,5,4,5,3,2,2,3,5,4,5,3,3,3.88,1
278,3,5,4,3,5,3,5,4,1,4,3,5,1,5,4,4,5,5,4,1,4,5,5,4,5,3.88,1
340,5,5,5,5,5,5,5,5,3,2,5,5,4,3,1,3,4,2,3,5,3,5,5,3,1,3.88,1
430,5,2,3,4,5,5,4,1,2,4,5,3,1,5,5,5,4,5,3,3,5,4,4,5,5,3.88,1
456,5,3,5,4,5,3,5,4,5,3,5,1,5,4,2,4,4,2,5,4,2,4,5,5,3,3.88,1
473,5,3,1,4,5,3,5,3,5,4,5,3,4,4,5,3,1,4,5,3,5,2,5,5,5,3.88,1
476,5,3,4,5,4,1,2,3,5,3,5,5,5,2,5,5,4,4,3,1,4,4,5,5,5,3.88,1
694,3,5,3,2,4,5,4,3,4,5,4,4,5,3,1,2,4,5,4,4,5,5,4,5,4,3.88,1
22,2,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,1,1,5,5,4,4,1,3,1,3.92,1
76,5,3,5,3,5,3,5,3,3,4,5,5,5,2,5,3,3,5,4,3,3,3,5,3,5,3.92,1
387,5,3,5,3,5,2,5,5,4,5,3,5,3,5,3,5,1,5,3,5,3,5,2,5,3,3.92,1
451,5,3,5,2,5,1,4,5,5,4,4,3,5,3,5,4,2,5,1,5,3,5,5,4,5,3.92,1
486,1,1,5,4,5,3,5,5,5,4,5,3,1,1,5,4,5,4,4,4,5,5,5,4,5,3.92,1
856,1,5,1,4,5,1,5,5,5,5,5,5,4,5,5,3,3,5,3,5,2,3,4,4,5,3.92,1
9,5,1,5,5,5,2,5,5,2,5,2,5,5,5,5,4,1,1,5,5,1,5,5,5,5,3.96,1
573,5,5,4,3,3,3,3,4,3,3,5,3,4,5,3,5,3,5,5,5,4,4,3,4,5,3.96,1
648,5,3,4,5,5,1,5,5,4,3,2,5,1,4,4,3,4,5,3,5,3,5,5,5,5,3.96,1
774,3,5,5,4,5,3,5,5,4,4,2,4,4,5,3,5,5,4,4,4,2,3,2,4,5,3.96,1
489,5,5,4,3,5,4,5,5,5,2,3,2,1,5,5,4,4,4,3,3,5,5,4,5,4,4,1
756,4,5,3,5,3,5,2,4,5,3,5,3,5,3,5,1,5,3,5,3,5,4,5,4,5,4,1
859,2,5,5,3,5,5,5,4,5,5,5,3,1,5,2,4,2,4,5,3,5,5,3,5,4,4,1
869,4,5,1,4,5,4,5,5,4,4,4,3,4,5,3,5,2,5,5,4,4,4,3,4,4,4,1
280,5,3,4,5,4,1,2,3,5,3,5,5,3,5,4,5,4,4,4,5,5,4,5,4,5,4.08,1
674,3,4,5,3,5,3,1,4,5,4,5,4,5,5,5,5,3,2,4,5,4,5,5,3,5,4.08,1
640,5,3,5,3,1,4,5,3,5,4,5,5,3,5,4,5,4,4,4,5,5,4,5,5,2,4.12,1
171,5,4,5,3,5,4,5,4,5,4,5,1,1,5,5,4,4,4,5,5,4,4,3,5,5,4.16,1
780,5,5,5,5,5,3,5,5,5,5,5,5,4,3,4,4,3,4,5,3,5,5,2,5,5,4.4,1
