,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,Level,clara.res.clustering
190,5,1,1,1,5,1,5,4,2,4,4,2,2,4,4,5,4,5,3,4,5,3,2,3,4,3.32,2
665,5,3,3,3,4,4,4,5,1,1,1,3,3,4,4,1,5,4,4,1,5,5,2,4,4,3.32,2
474,3,5,4,3,5,3,5,4,1,4,3,5,4,4,5,5,2,2,1,2,3,1,1,5,4,3.36,2
79,4,5,1,1,3,5,5,5,1,3,4,4,3,5,3,5,3,2,4,1,4,3,3,4,4,3.4,2
684,4,3,2,5,3,5,4,3,2,4,5,4,3,4,5,3,5,5,4,3,2,2,1,1,3,3.4,2
104,5,4,1,1,5,3,5,4,3,3,3,4,5,1,4,5,3,5,3,2,1,4,4,3,5,3.44,2
386,3,5,4,3,5,3,5,4,1,4,3,5,1,4,5,3,5,3,5,2,5,1,1,3,5,3.52,2
681,3,4,5,6,7,8,9,4,2,1,2,1,2,4,5,3,3,3,1,1,1,5,2,3,3,3.52,2
488,5,2,5,3,5,4,5,1,2,2,1,5,5,4,5,4,4,4,5,1,1,5,5,4,4,3.64,2
621,3,1,1,4,1,4,5,5,1,2,3,4,6,8,3,4,4,6,7,2,4,5,6,1,2,3.68,2
,2.754032258,2.173387097,2.375,2.185483871,3.064516129,2.637096774,3.451612903,2.806451613,2.266129032,2.487903226,2.693548387,2.620967742,2.358870968,2.774193548,2.766129032,2.766129032,2.580645161,2.338709677,2.467741935,2.258064516,2.677419355,2.629032258,2.475806452,2.580645161,3.165322581,,
